0,0,0,0
3.93,155.2536608,385.7631377,1.653084317
3.93,151.551469,390.0354143,1.686072453
3.93,155.5338496,387.1943958,1.664273108
3.93,159.5338496,385.1943958,1.664273108
3.93,154.6125947,382.347863,1.636738317
3.93,150.9686921,391.0449491,1.684882106
3.93,157.6439495,384.3107426,1.644347617
3.93,152.1020183,388.1879714,1.665251262
3.93,154.8131836,385.7582031,1.653937559
3.93,153.1020183,388.1879714,1.665251262
3.93,160.0906515,381.3146494,1.643584175
3.93,155.0906515,386.3146494,1.643584175
3.93,154.5338496,385.1943958,1.664273108
3.93,159.8131836,382.7582031,1.653937559
3.93,156.5338496,386.1943958,1.664273108
3.93,159.0906515,383.3146494,1.643584175
3.93,153.2524259,387.6232886,1.674588667
3.93,155.8131836,385.7582031,1.653937559
3.93,161.6408984,375.4052492,1.622832642
3.93,158.36648,382.8636805,1.633215137
3.93,160.36648,382.8636805,1.633215137
3.93,164.1140412,377.2745121,1.651083142
3.93,163.6953407,380.7679231,1.652248371
3.93,174.2716551,380.8250305,1.754276284
3.93,158.3126142,383.9509824,1.81334781
3.93,162.7702175,386.8141307,1.790710602
3.93,154.5078833,388.4810472,1.692638764
3.93,155.094278,387.4704137,1.693882286
3.93,154.1014825,389.2673087,1.715608825
3.93,159.9670682,384.2006243,1.663314948
3.93,161.678449,381.6309548,1.673526194
3.93,157.678449,385.6309548,1.673526194
3.93,161.678449,383.6309548,1.673526194
3.93,162.678449,382.6309548,1.673526194
3.93,159.678449,383.6309548,1.673526194
3.93,158.094278,386.4704137,1.693882286
3.93,160.678449,382.6309548,1.673526194
3.93,154.094278,387.4704137,1.693882286
3.93,162.094278,383.4704137,1.693882286
3.93,162.4371687,382.3256712,1.641385917
3.93,151.798309,389.8796905,1.704023078
