epoch,acc,loss,val_acc,val_loss
0,0.900490405168,0.360202882901,0.949610389806,0.174449393983
1,0.961684435019,0.131261198976,0.965064935065,0.118244385282
2,0.974541577876,0.0898280847511,0.973073593115,0.090324746927
3,0.980362473348,0.0689613809908,0.978311688312,0.0719909802008
4,0.984285714286,0.0567035902852,0.980519480519,0.064772070526
5,0.986652452026,0.0475842867668,0.97974025974,0.0661830447324
6,0.988123667428,0.0408260369485,0.981428571429,0.0597902693664
7,0.990383795309,0.0359585702475,0.982337662338,0.0574077918979
8,0.991087420043,0.031246405173,0.983246753247,0.0548329401377
9,0.992068230277,0.0283550539362,0.983463203463,0.0537828034208
10,0.993646055473,0.0244902304228,0.98329004329,0.053789957386
11,0.99420042649,0.0222430686513,0.985151515152,0.0485376263715
12,0.994968017058,0.0199380174249,0.984588744589,0.0495807289889
13,0.995628997868,0.0174354359487,0.985844155844,0.048006902787
14,0.996289978678,0.015514151166,0.984935065131,0.0502191096188
15,0.996865671642,0.014038569015,0.984415584416,0.0503711156562
16,0.996950959488,0.0126547897599,0.985584415584,0.0475965292989
17,0.997611940299,0.0110169471919,0.985541125541,0.0484622961188
18,0.998144989339,0.0097420992823,0.985930736127,0.0476808158224
19,0.998528784648,0.00844019611579,0.985064935065,0.0502015602982
20,0.998464818763,0.00764217019983,0.985844155844,0.0486991522375
21,0.998720682303,0.0069104635947,0.98645021645,0.0492191721206
22,0.999019189765,0.0061762060314,0.984805195001,0.0544107240984
23,0.999147121535,0.00543154400767,0.986060606061,0.049942193515
24,0.999253731343,0.00496440365116,0.986103896104,0.0513492783146
25,0.999466950959,0.00424627091412,0.985800865801,0.0510743403861
26,0.999530916844,0.00387649029898,0.985411255607,0.0542177095872
27,0.999616204691,0.00346424534731,0.985930736127,0.0513489840399
28,0.999594882729,0.00304921776164,0.986796536797,0.0515641338525
29,0.999808102345,0.00264680783998,0.986277056277,0.0528716834025
30,0.999808102345,0.00238149388562,0.985627705628,0.0581291168552
31,0.999744136461,0.00223649150879,0.986666666667,0.0544092361569
32,0.999744136461,0.00203544029339,0.98670995671,0.0535759451161
33,0.999808102345,0.00181515808592,0.986103896104,0.0543154251206
34,0.999786780384,0.00165476054003,0.98645021645,0.0554077202178
35,0.999893390192,0.0014448527667,0.986623376623,0.0553571565221
36,0.999893390192,0.00136361207763,0.985757575758,0.0574036087303
37,0.999936034115,0.00123502253247,0.98645021645,0.0589320428609
38,0.99987206823,0.00113782323737,0.986796536797,0.0578970371026
39,0.999936034115,0.00103090149295,0.986233766234,0.0594372644487
40,0.999936034115,0.00097520123811,0.986666666667,0.0580180290463
41,0.999936034115,0.000915185343186,0.98619047619,0.0596289121587
42,0.999978678038,0.000809793415302,0.98645021645,0.0599292041681
43,0.999978678038,0.000780822222557,0.986147186147,0.0613487715819
44,0.999957356077,0.000726510087941,0.985974025974,0.0631794135443
45,0.999978678038,0.000681896542019,0.986233766234,0.0629351706697
46,0.999978678038,0.000661880586851,0.985844155844,0.0623980796685
47,0.999978678038,0.000624860398674,0.985887445887,0.0644882227059
48,0.999978678038,0.00058143022628,0.986233766234,0.0648408336745
49,0.999978678038,0.000572989011134,0.986277056277,0.0649054601943
50,0.999978678038,0.000528769875387,0.985930735931,0.0659792254934
51,0.999978678038,0.000520647417842,0.986017316017,0.0662242416612
52,0.999978678038,0.000502972997185,0.986103896104,0.0674334336761
53,0.999978678038,0.000484793140248,0.985930735931,0.0690274332317
54,0.999978678038,0.00048171927828,0.986060606061,0.0683865308275
55,0.999978678038,0.000463319111993,0.986233766234,0.0683232764926
56,0.999978678038,0.000456956495344,0.985714285714,0.0699790824364
57,0.999978678038,0.000444919858657,0.986060606061,0.0704978099706
58,0.999978678038,0.000436386929,0.985930735931,0.0699420848426
59,0.999978678038,0.000433081452873,0.985930735931,0.0704363339313
60,0.999978678038,0.000425983763781,0.985930735931,0.0707293683816
61,0.999978678038,0.000419625577649,0.985541125541,0.0716672794436
62,0.999978678038,0.000414137881441,0.985541125541,0.0723490751336
63,0.999978678038,0.000410500298193,0.985887445887,0.0726292073444
64,0.999978678038,0.000406830137993,0.985757575758,0.072169616294
65,0.999978678038,0.000403812773625,0.985844155844,0.07308758485
66,0.999978678038,0.000399855524599,0.986147186147,0.0736802784432
67,0.999978678038,0.000397840052114,0.985714285714,0.0734310953921
68,0.999978678038,0.000395103081217,0.985584415584,0.0741839353417
69,0.999978678038,0.000392440587014,0.985714285714,0.074771650141
70,0.999978678038,0.000390268911667,0.985627705628,0.0745389529465
71,0.999978678038,0.000388708146885,0.985714285714,0.0749819469026
72,0.999978678038,0.000387081610592,0.985844155844,0.0748731089741
73,0.999978678038,0.00038445576005,0.985584415584,0.0757642772397
74,0.999978678038,0.000383152740729,0.985844155844,0.0757743418897
75,0.999978678038,0.000381574733797,0.985844155844,0.076475238893
76,0.999978678038,0.000380179927713,0.985930735931,0.0763975506393
77,0.999978678038,0.000378966245663,0.985627705628,0.0765819395795
78,0.999978678038,0.000377446863021,0.985627705628,0.0768652635505
79,0.999978678038,0.000376179158112,0.985930735931,0.0772990121214
80,0.999978678038,0.000375610925148,0.985497835498,0.0767722337867
81,0.999978678038,0.000374420695582,0.985497835498,0.0773718496053
82,0.999978678038,0.000373447610616,0.985844155844,0.0777401755131
83,0.999978678038,0.000372419227852,0.985757575758,0.0781940542939
84,0.999978678038,0.000371554817937,0.985714285714,0.0774896080907
85,0.999978678038,0.000370639829208,0.985670995671,0.078411378562
86,0.999978678038,0.000370440698699,0.985757575758,0.078175569651
87,0.999978678038,0.000369358950691,0.985930735931,0.078590944245
88,0.999978678038,0.00036870865775,0.985670995671,0.0787558740014
89,0.999978678038,0.000367902109797,0.985714285714,0.0782977957711
90,0.999978678038,0.000367413940351,0.985844155844,0.0788937114199
91,0.999978678038,0.000366717087942,0.985844155844,0.0791905985868
92,0.999978678038,0.000366302441022,0.985800865801,0.0795637308144
93,0.999978678038,0.000365526019271,0.985844155844,0.0791173766571
94,0.999978678038,0.000365254581475,0.985800865801,0.0799298063134
95,0.999978678038,0.000364646854114,0.985714285714,0.0797283457704
96,0.999978678038,0.000364238928355,0.985714285714,0.0794721965261
97,0.999978678038,0.000363693750899,0.985800865801,0.0798594884832
98,0.999978678038,0.000363148182168,0.985714285714,0.0797264398354
99,0.999978678038,0.000362822332223,0.985887445887,0.0796792339859
100,0.999978678038,0.000362407872666,0.985714285714,0.0803888445544
101,0.999978678038,0.000362046355912,0.985844155844,0.0807958796192
102,0.999978678038,0.000361655678864,0.985670995671,0.0802681414985
