epoch,acc,loss,val_acc,val_loss
34,0.999761904762,0.002315106497,0.981918367289,0.0752942443086
35,0.99980952381,0.00191624835599,0.981632653003,0.0760135938513
36,0.999857142857,0.00179798142987,0.981265306064,0.0796947872558
37,0.999904761905,0.00153472846982,0.982040816268,0.0761821882065
38,0.999952380952,0.00133385885545,0.981816326472,0.0789423701892
39,0.999952380952,0.00125772461083,0.981959183615,0.0783065362034
40,1.0,0.00114173047504,0.981775510224,0.0798264764442
41,1.0,0.000962364917486,0.981591836676,0.0825779153028
42,1.0,0.000835919802564,0.982244897901,0.0811496292674
43,1.0,0.000777093895106,0.982061224431,0.0822278568731
44,1.0,0.000678843414028,0.981653061166,0.0836342101866
45,0.999952380952,0.000670611440076,0.981265306142,0.0862792167101
46,1.0,0.000565684144253,0.981897959125,0.0854578683998
47,1.0,0.000464099706145,0.981836734635,0.0853493708774
48,1.0,0.000475595137903,0.982224489738,0.0864744601909
49,1.0,0.000398292911763,0.981714285734,0.0869104341443
50,1.0,0.000380173011129,0.981877550962,0.0893314529621
51,1.0,0.000328960890616,0.982020408105,0.0876022280915
52,1.0,0.000296783923942,0.981755101982,0.0896336884267
53,1.0,0.00027421582265,0.982244897901,0.0900842964642
54,1.0,0.000274357962267,0.979448979533,0.0977746556625
55,0.999904761905,0.000339692044759,0.981836734635,0.0925680700277
56,1.0,0.000217897413611,0.982040816268,0.0920492697513
57,1.0,0.000208112223662,0.982163265248,0.0928793447963
58,1.0,0.000183387794011,0.98161224484,0.0935727471637
59,1.0,0.000178282843099,0.982244897901,0.0940984211715
60,1.0,0.000159502709329,0.982244897901,0.0945190731121
61,1.0,0.000152989026338,0.981979591778,0.0954405961342
62,1.0,0.000139212532235,0.981122448921,0.0982149823081
63,1.0,0.000133377950284,0.982081632595,0.0959636732978
64,1.0,0.000123513773738,0.982142857084,0.0962517402618
65,1.0,0.000117751121752,0.981999999942,0.0974540578281
66,1.0,0.000109009696063,0.982102040758,0.0972591990663
67,1.0,0.000104413660269,0.982081632595,0.0977948141137
68,1.0,9.6566477979e-05,0.980979591778,0.103396430611
69,1.0,9.59975047793e-05,0.981999999942,0.0996243647784
70,1.0,8.70396025658e-05,0.981755101982,0.100149725627
71,1.0,8.61097495405e-05,0.982122448921,0.100598326007
72,1.0,8.21470153883e-05,0.981857142799,0.100529155204
73,1.0,7.90944296335e-05,0.981897959125,0.101327161263
74,1.0,7.40574561364e-05,0.982102040758,0.100794906766
75,1.0,7.28164078679e-05,0.982102040758,0.101072262541
76,1.0,6.84685021794e-05,0.982081632595,0.102245722645
77,1.0,6.55692784355e-05,0.981938775452,0.102140259206
78,1.0,6.42809308844e-05,0.982122448921,0.102294103731
79,1.0,6.05752779752e-05,0.981918367289,0.103448281099
80,1.0,5.87564593547e-05,0.982061224431,0.103035139787
81,1.0,5.68813997628e-05,0.982122448921,0.103190349419
82,1.0,5.48288958519e-05,0.981918367289,0.103989595128
83,1.0,5.25704330676e-05,0.982102040758,0.104074534567
84,1.0,5.169535739e-05,0.981959183615,0.10451151251
85,1.0,5.02918739724e-05,0.981938775452,0.104653214275
86,1.0,4.89183020351e-05,0.982040816268,0.104957141861
87,1.0,4.68044823557e-05,0.981999999942,0.104792683687
88,1.0,4.56011630595e-05,0.982061224431,0.105763768318
89,1.0,4.40231494059e-05,0.981816326472,0.10606001739
90,1.0,4.32092218793e-05,0.982081632595,0.105907867941
91,1.0,4.18072141161e-05,0.981959183615,0.106385147645
92,1.0,4.09148845994e-05,0.981979591778,0.106143697069
93,1.0,3.97272783074e-05,0.981959183615,0.106360288604
94,1.0,3.84462978968e-05,0.982020408105,0.106467834084
95,1.0,3.75093305925e-05,0.981938775452,0.107035942802
96,1.0,3.72375468058e-05,0.982040816268,0.107259146789
97,1.0,3.56555872353e-05,0.982020408105,0.106809052785
98,1.0,3.55123421551e-05,0.982122448921,0.107422548019
99,1.0,3.43071916906e-05,0.981979591778,0.107365115162
