0,0,0,0
6.28,543.5977763,-7.948530353,-0.052860762
6.28,543.5967519,-28.17911832,-0.052583062
6.28,544.5957436,-7.409908714,-0.052308261
6.28,545.012695,2.166908475,-0.041642579
6.28,545.0632912,-7.976030164,-0.042527535
6.28,544.5356224,-2.232905668,-0.031904064
6.28,544.0619675,-1.444759264,-0.042080407
6.28,543.1452284,-12.00675946,-0.064426839
6.28,538.015186,-12.45801696,-0.02083032
6.28,543.5967519,-5.179118319,-0.052583062
6.28,544.0619675,-11.44475926,-0.042080407
6.28,544.0606849,-4.91413813,-0.041642579
6.28,546.1391959,-25.91226131,-0.063074118
6.28,546.5967519,-10.17911832,-0.052583062
6.28,544.5356224,-4.232905668,-0.031904064
6.28,544.5356224,-2.232905668,-0.031904064
6.28,544.0619675,-1.444759264,-0.042080407
6.28,546.1391959,-16.91226131,-0.063074118
6.28,544.2521395,-20.93598813,-0.084901793
6.28,544.0619675,-3.444759264,-0.042080407
6.28,545.0148746,-6.942992276,-0.020615636
6.28,545.0606849,-13.91413813,-0.041642579
6.28,545.015186,-7.458016958,-0.02083032
6.28,546.0606849,-23.91413813,-0.041642579
6.28,546.0606849,-23.91413813,-0.041642579
6.28,546.015186,-8.458016958,-0.02083032
6.28,544.5334546,-18.66391378,-0.03091798
6.28,547.0606849,-18.91413813,-0.041642579
6.28,544.0606849,-22.91413813,-0.041642579
6.28,546.0148746,-5.942992276,-0.020615636
6.28,546.0594417,-27.38414673,-0.041213763
6.28,545.0537634,-10.74298967,-0.039195602
6.28,545.5928112,-32.10346334,-0.051500811
6.28,545.5928112,-24.10346334,-0.051500811
6.28,545.5334546,-22.66391378,-0.03091798
6.28,544.5928112,-33.10346334,-0.051500811
6.28,547.0148746,-12.94299228,-0.020615636
6.28,546.0594417,-26.38414673,-0.041213763
6.28,546.5334546,-15.66391378,-0.03091798
