0,0,0,0
3.93,155.8135673,-382.4658453,-1.539556493
3.93,141.5005206,-389.2821074,-1.427456272
3.93,136.1936184,-392.6608424,-1.415799585
3.93,125.4686933,-397.7763407,-1.383542407
3.93,139.1936184,-391.6608424,-1.415799585
3.93,135.2540456,-393.0074819,-1.402199387
3.93,136.5826199,-390.6434076,-1.41419445
3.93,130.4920709,-396.0475747,-1.405647649
3.93,134.4920709,-395.0475747,-1.405647649
3.93,138.8985175,-392.2673087,-1.425983829
3.93,145.6065689,-388.8668758,-1.436198413
3.93,142.8985175,-390.2673087,-1.425983829
3.93,127.7940693,-395.4276088,-1.395529951
3.93,136.4920709,-390.0475747,-1.405647649
3.93,128.1695523,-396.4054429,-1.393723172
3.93,129.4920709,-396.0475747,-1.405647649
3.93,129.7940693,-395.4276088,-1.395529951
3.93,139.4690602,-392.2033186,-1.419780984
3.93,135.9693467,-394.6254272,-1.412556002
3.93,139.5826199,-389.6434076,-1.41419445
3.93,139.2944347,-393.2520501,-1.424481039
3.93,146.8985175,-387.2673087,-1.425983829
3.93,145.5826199,-387.6434076,-1.41419445
3.93,141.9693467,-391.6254272,-1.412556002
3.93,141.8343142,-393.3973357,-1.439480888
3.93,136.8985175,-393.2673087,-1.425983829
3.93,143.201691,-388.8796905,-1.437569575
3.93,134.4920709,-395.0475747,-1.405647649
3.93,133.8985175,-395.2673087,-1.425983829
3.93,141.3175686,-391.4594514,-1.446441332
3.93,136.2944347,-393.2520501,-1.424481039
3.93,137.6065689,-393.8668758,-1.436198413
3.93,134.8985175,-392.2673087,-1.425983829
3.93,132.8985175,-395.2673087,-1.425983829
3.93,144.201691,-388.8796905,-1.437569575
3.93,136.8985175,-392.2673087,-1.425983829
3.93,141.3175686,-390.4594514,-1.446441332
3.93,140.0094989,-388.8536617,-1.434798909
3.93,143.448531,-390.0354143,-1.455520201
3.93,142.448531,-391.0354143,-1.455520201
3.93,139.7949226,-390.8921217,-1.438913244
3.93,140.6598346,-393.5013787,-1.451367401
